"team_a","team_b","gender","series","team_a_venue","toss_winner","toss_decision","first_innings_total","day_night","rain","duckworth_lewis","win_toss_win_game"
"Sri Lanka","West Indies","M","medium","away","West Indies","field",202,"0","0","0","lost"
"England","South Africa","F","low","home","South Africa","bat",134,"0","0","0","lost"
"West Indies","Pakistan","M","low","home","West Indies","field",166,"0","0","0","won"
"India","West Indies","M","low","away","West Indies","field",225,"0","0","0","lost"
"England","India","F","low","home","England","field",202,"1","0","0","won"
"India","England","F","low","home","England","field",85,"0","0","0","lost"
"Pakistan","New Zealand","M","low","home","Pakistan","field",187,"0","0","0","won"
"Australia","England","F","low","home","England","bat",214,"0","0","0","lost"
"India","West Indies","F","low","home","India","bat",161,"0","0","0","won"
"New Zealand","India","M","low","home","India","field",218,"0","0","0","lost"
"England","India","M","medium","home","India","bat",187,"0","0","0","lost"
"Australia","Sri Lanka","M","medium","home","Sri Lanka","bat",309,"1","0","0","lost"
"Australia","India","F","low","home","Australia","field",89,"0","0","0","won"
"Australia","New Zealand","M","medium","home","New Zealand","field",217,"0","0","0","lost"
"Australia","South Africa","M","high","away","South Africa","field",377,"0","0","0","lost"
"Australia","Pakistan","M","medium","home","Pakistan","field",222,"0","0","0","lost"
"New Zealand","West Indies","M","low","home","New Zealand","field",246,"0","0","0","won"
"Australia","India","F","low","home","Australia","bat",281,"0","0","0","won"
"Zimbabwe","Bangladesh","M","low","home","Zimbabwe","field",260,"0","0","0","won"
"Sri Lanka","Pakistan","F","low","home","Pakistan","field",68,"0","0","0","lost"
"New Zealand","Australia","F","medium","home","New Zealand","bat",249,"0","0","0","won"
"Pakistan","Sri Lanka","M","low","home","Pakistan","field",145,"0","0","0","won"
"Pakistan","Bangladesh","M","medium","home","Bangladesh","bat",115,"1","0","0","lost"
"New Zealand","India","M","low","home","India","field",210,"0","0","0","lost"
"Australia","Pakistan","M","low","home","Pakistan","bat",256,"1","0","0","lost"
"South Africa","Australia","M","low","home","Australia","bat",258,"1","0","0","lost"
"India","Australia","M","low","home","India","bat",291,"0","0","0","won"
"India","Pakistan","M","medium","away","India","field",262,"0","0","0","won"
"Australia","India","F","high","home","Australia","bat",142,"0","1","1","won"
"England","Australia","F","low","home","England","bat",259,"1","0","0","won"
"West Indies","Pakistan","M","low","home","West Indies","field",221,"0","0","0","won"
"India","Sri Lanka","F","medium","home","India","field",145,"0","0","0","won"
"Pakistan","Sri Lanka","M","low","away","Sri Lanka","bat",173,"1","0","0","lost"
"Pakistan","West Indies","M","medium","away","Pakistan","field",197,"1","0","0","won"
"India","Sri Lanka","M","medium","away","India","bat",304,"1","0","0","won"
"Australia","Pakistan","M","medium","home","Australia","bat",273,"1","0","0","won"
"Sri Lanka","India","M","low","home","India","bat",256,"1","0","0","lost"
"Australia","India","M","medium","home","Australia","bat",208,"1","0","0","won"
"New Zealand","England","F","high","home","New Zealand","bat",170,"0","0","0","won"
"India","Pakistan","M","high","away","Pakistan","field",144,"0","0","0","lost"
"Pakistan","West Indies","M","medium","away","West Indies","field",197,"1","0","0","lost"
"Pakistan","West Indies","M","high","away","Pakistan","field",235,"0","0","0","won"
"Sri Lanka","England","M","low","home","England","bat",143,"0","0","0","lost"
"Australia","India","M","high","away","India","field",359,"0","0","0","lost"
"Pakistan","England","M","low","home","England","field",353,"1","0","0","lost"
"Sri Lanka","India","M","low","home","India","bat",220,"1","0","0","lost"
"India","Pakistan","M","medium","home","Pakistan","bat",239,"0","0","0","lost"
"Pakistan","Sri Lanka","M","medium","away","Sri Lanka","field",194,"0","0","0","lost"
"Australia","India","M","medium","home","Australia","bat",233,"1","0","0","won"
"India","England","F","low","home","India","field",131,"0","0","0","won"
"New Zealand","India","M","low","home","India","field",213,"1","0","0","lost"
"South Africa","Zimbabwe","M","low","away","South Africa","field",216,"0","0","0","won"
"England","Australia","M","low","home","England","bat",231,"0","0","0","won"
"Australia","West Indies","M","medium","home","Australia","bat",215,"1","0","0","won"
"South Africa","Zimbabwe","M","medium","home","Zimbabwe","bat",256,"1","0","0","lost"
"Sri Lanka","South Africa","M","low","home","South Africa","field",308,"0","0","0","lost"
"Australia","England","M","low","away","Australia","field",177,"0","0","0","won"
"India","New Zealand","F","high","away","New Zealand","bat",154,"0","0","0","lost"
"England","Sri Lanka","M","medium","away","Sri Lanka","field",227,"1","0","0","lost"
"England","New Zealand","F","low","home","England","field",149,"0","0","0","won"
"New Zealand","South Africa","M","low","home","New Zealand","field",212,"0","0","0","won"
"Sri Lanka","South Africa","M","low","home","South Africa","bat",263,"1","0","0","lost"
"India","West Indies","M","high","home","West Indies","bat",173,"1","0","0","lost"
"South Africa","West Indies","M","high","away","West Indies","field",246,"0","0","0","lost"
"England","New Zealand","F","low","home","England","bat",139,"0","0","0","won"
"New Zealand","Sri Lanka","M","high","away","New Zealand","field",206,"0","0","0","won"
"England","West Indies","M","high","away","West Indies","bat",272,"1","0","0","lost"
"South Africa","Australia","M","low","home","South Africa","field",254,"0","0","0","won"
"New Zealand","Australia","M","low","home","New Zealand","field",310,"1","0","0","won"
"India","Australia","M","low","home","Australia","bat",338,"0","0","0","lost"
"Pakistan","Sri Lanka","M","low","home","Pakistan","field",233,"0","0","0","won"
"South Africa","Sri Lanka","F","high","away","South Africa","field",134,"0","0","0","won"
"Pakistan","South Africa","F","low","away","Pakistan","bat",101,"1","0","0","won"
"India","South Africa","M","low","away","India","field",226,"0","0","0","won"
"Sri Lanka","Pakistan","M","low","home","Pakistan","field",172,"0","0","0","lost"
"India","England","M","low","home","India","field",271,"0","0","0","won"
"South Africa","Pakistan","M","low","home","South Africa","field",107,"0","0","0","won"
"New Zealand","India","M","low","home","New Zealand","bat",168,"1","0","0","won"
"Sri Lanka","West Indies","M","low","home","West Indies","bat",250,"1","0","0","lost"
"Australia","Pakistan","M","medium","home","Australia","field",162,"1","0","0","won"
"Bangladesh","Zimbabwe","M","low","away","Zimbabwe","bat",305,"0","0","0","lost"
"Zimbabwe","South Africa","M","low","home","Zimbabwe","field",303,"0","0","0","won"
"Sri Lanka","Pakistan","M","medium","home","Sri Lanka","field",191,"0","0","0","won"
"South Africa","England","F","low","home","South Africa","field",297,"0","0","0","won"
"Pakistan","South Africa","F","low","away","South Africa","bat",125,"1","0","0","lost"
"New Zealand","Australia","M","low","home","Australia","field",223,"0","0","0","lost"
"Bangladesh","Sri Lanka","M","medium","away","Sri Lanka","bat",249,"0","0","0","lost"
"New Zealand","Pakistan","M","low","away","New Zealand","field",116,"0","0","0","won"
"India","England","M","low","home","India","field",288,"0","0","0","won"
"Australia","Pakistan","F","high","away","Australia","bat",175,"0","0","0","won"
"England","Australia","F","low","home","Australia","bat",256,"0","0","0","lost"
"South Africa","Bangladesh","M","low","home","South Africa","field",154,"0","0","0","won"
"Sri Lanka","Bangladesh","M","low","home","Bangladesh","field",269,"0","0","0","lost"
"India","New Zealand","M","low","home","India","field",236,"0","0","0","won"
"Australia","New Zealand","M","medium","away","New Zealand","bat",259,"1","0","0","lost"
"Zimbabwe","Bangladesh","M","low","home","Bangladesh","bat",153,"0","0","0","lost"
"India","New Zealand","M","medium","away","India","field",259,"0","0","0","won"
"England","India","M","medium","home","India","field",288,"1","0","0","lost"
"New Zealand","India","M","low","home","India","bat",154,"0","0","0","lost"
"India","Australia","M","low","home","India","bat",283,"1","0","0","won"
"Australia","New Zealand","F","medium","home","Australia","bat",236,"0","0","0","won"
"West Indies","England","M","low","home","West Indies","field",165,"0","0","0","won"
"Australia","Sri Lanka","F","high","away","Australia","field",57,"0","0","0","won"
"South Africa","Pakistan","M","medium","home","Pakistan","field",266,"1","0","0","lost"
"England","Sri Lanka","M","medium","away","Sri Lanka","field",302,"1","0","0","lost"
"West Indies","England","M","low","home","England","field",229,"0","0","0","lost"
"India","Sri Lanka","M","low","home","India","bat",228,"0","0","0","won"
"India","Australia","M","low","home","Australia","bat",193,"1","0","0","lost"
"New Zealand","Zimbabwe","M","low","away","Zimbabwe","bat",258,"1","0","0","lost"
"Australia","West Indies","M","medium","home","West Indies","bat",236,"1","0","0","lost"
"India","New Zealand","M","medium","away","New Zealand","field",238,"1","0","0","lost"
"India","Pakistan","M","low","away","India","bat",269,"1","0","0","won"
"New Zealand","England","F","high","home","England","bat",194,"0","0","0","lost"
"West Indies","England","M","low","home","England","field",313,"0","0","0","lost"
"Australia","England","F","low","home","Australia","field",233,"0","0","0","won"
"Australia","New Zealand","M","medium","home","New Zealand","bat",193,"1","0","0","lost"
"Pakistan","West Indies","M","high","away","Pakistan","bat",131,"0","0","0","won"
"Sri Lanka","Zimbabwe","M","high","away","Sri Lanka","field",259,"1","0","0","won"
"Pakistan","West Indies","F","low","home","Pakistan","bat",139,"1","0","0","won"
"Australia","South Africa","M","medium","home","Australia","bat",245,"1","0","0","won"
"India","Pakistan","M","medium","home","India","bat",321,"1","0","0","won"
"Pakistan","West Indies","F","high","away","Pakistan","bat",131,"0","0","0","won"
"South Africa","West Indies","M","low","home","South Africa","bat",179,"1","0","0","won"
"England","West Indies","M","low","home","England","bat",189,"0","0","0","won"
"New Zealand","Pakistan","M","low","home","Pakistan","bat",189,"0","0","0","lost"
"Zimbabwe","England","M","low","home","England","bat",280,"0","0","0","lost"
"India","New Zealand","M","low","home","India","field",348,"0","0","0","won"
"Australia","West Indies","M","medium","home","West Indies","field",200,"0","0","0","lost"
"India","Sri Lanka","M","low","home","India","bat",350,"0","0","0","won"
"India","South Africa","M","low","away","India","bat",307,"1","0","0","won"
"New Zealand","England","F","low","home","England","field",199,"0","0","0","lost"
"Pakistan","Sri Lanka","M","medium","away","Pakistan","field",195,"0","0","0","won"
"Pakistan","Bangladesh","M","low","home","Pakistan","bat",257,"1","1","1","won"
"Sri Lanka","New Zealand","M","low","home","Sri Lanka","field",190,"0","0","0","won"
"New Zealand","West Indies","M","low","home","New Zealand","field",203,"0","0","0","won"
"Pakistan","Bangladesh","M","low","home","Pakistan","bat",243,"0","0","0","won"
"New Zealand","Sri Lanka","F","high","home","Sri Lanka","field",283,"0","0","0","lost"
"Pakistan","Sri Lanka","M","medium","away","Sri Lanka","bat",223,"1","0","0","lost"
"Australia","West Indies","M","medium","home","Australia","bat",226,"1","0","0","won"
"Pakistan","Sri Lanka","M","medium","away","Sri Lanka","field",181,"0","0","0","lost"
"England","New Zealand","F","low","home","New Zealand","bat",231,"0","0","0","lost"
"South Africa","Australia","M","low","home","Australia","bat",229,"0","1","1","lost"
"South Africa","England","M","low","home","South Africa","bat",204,"1","0","0","won"
"India","Pakistan","M","medium","away","Pakistan","bat",295,"1","0","0","lost"
"Australia","India","F","high","away","Australia","bat",216,"0","0","0","won"
"Pakistan","England","M","low","home","England","field",163,"0","0","0","lost"
"India","Pakistan","M","medium","home","India","bat",315,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Pakistan","bat",203,"0","0","0","lost"
"New Zealand","Sri Lanka","M","low","home","Sri Lanka","field",182,"0","1","1","lost"
"England","Australia","M","low","home","England","field",210,"0","0","0","won"
"Pakistan","South Africa","M","low","away","Pakistan","bat",227,"0","0","0","won"
"Bangladesh","India","M","low","home","Bangladesh","bat",222,"1","0","0","won"
"England","West Indies","F","high","away","England","bat",236,"0","0","0","won"
"South Africa","West Indies","F","low","home","West Indies","field",181,"0","0","0","lost"
"India","West Indies","M","medium","away","India","bat",262,"0","0","0","won"
"Sri Lanka","South Africa","M","low","home","Sri Lanka","bat",213,"0","0","0","won"
"Australia","Pakistan","M","medium","home","Pakistan","field",165,"1","0","0","lost"
"Australia","India","F","low","away","Australia","bat",166,"0","0","0","won"
"New Zealand","Pakistan","M","low","home","New Zealand","field",139,"0","0","0","won"
"Zimbabwe","England","M","low","home","Zimbabwe","field",248,"0","0","0","won"
"Bangladesh","New Zealand","M","high","away","Bangladesh","field",244,"0","0","0","won"
"New Zealand","India","F","high","home","India","bat",117,"0","0","0","lost"
"England","New Zealand","M","low","home","New Zealand","field",295,"0","0","0","lost"
"Pakistan","Sri Lanka","M","medium","away","Sri Lanka","field",178,"0","0","0","lost"
"West Indies","England","M","low","home","West Indies","field",293,"0","0","0","won"
"South Africa","Sri Lanka","M","low","away","Sri Lanka","field",311,"1","0","0","lost"
"New Zealand","West Indies","M","low","home","New Zealand","bat",167,"0","0","0","won"
"New Zealand","West Indies","M","low","home","New Zealand","field",171,"0","0","0","won"
"New Zealand","West Indies","M","low","home","West Indies","bat",268,"0","1","1","lost"
"India","South Africa","M","medium","home","South Africa","field",221,"0","0","0","lost"
"Sri Lanka","West Indies","F","low","home","Sri Lanka","field",167,"0","0","0","won"
"India","West Indies","M","low","home","India","field",324,"1","0","0","won"
"South Africa","Australia","M","low","home","South Africa","field",240,"1","0","0","won"
