"team","team.1","gender","season","date","series","match_number","venue","city","toss_winner","toss_decision","player_of_match","umpire","umpire.1","reserve_umpire","tv_umpire","match_referee","winner","winner_runs"
"Australia","Scotland","male","2006/07","2007/03/14","ICC World Cup","2","Warner Park, Basseterre","St Kitts","true","Scotland","field","RT Ponting","SA Bucknor","EAR de Silva","MR Benson","AL Hill","J Srinath","Australia"
"Bermuda","Sri Lanka","male","2006/07","2007/03/15","ICC World Cup","4","Queen's Park Oval, Port of Spain","Trinidad","true","Sri Lanka","bat","DPMD Jayawardene","DJ Harper","IL Howell","SJ Davis","Aleem Dar","JJ Crowe","Sri Lanka"
"Ireland","Zimbabwe","male","2006/07","2007/03/15","ICC World Cup","5","Sabina Park, Kingston","Jamaica","true","Zimbabwe","field","JP Bray","IJ Gould","BG Jerling","SJA Taufel","BF Bowden","RS Mahanama","tie"
"Netherlands","South Africa","male","2006/07","2007/03/16","ICC World Cup","7","Warner Park, Basseterre","St Kitts","true","Netherlands","field","HH Gibbs","MR Benson","AL Hill","EAR de Silva","SA Bucknor","RS Madugalle","South Africa"
"England","New Zealand","male","2006/07","2007/03/16","ICC World Cup","6","Beausejour Stadium, Gros Islet","St Lucia","true","New Zealand","field","SB Styris","Asad Rauf","RE Koertzen","BR Doctrove","PD Parker","MJ Procter","New Zealand"
"Bangladesh","India","male","2006/07","2007/03/17","ICC World Cup","8","Queen's Park Oval, Port of Spain","Trinidad","true","India","bat","Mashrafe Mortaza","Aleem Dar","SJ Davis","DJ Harper","IL Howell","AG Hurst","Bangladesh"
"Ireland","Pakistan","male","2006/07","2007/03/17","ICC World Cup","9","Sabina Park, Kingston","Jamaica","true","Ireland","field","NJ O'Brien","BF Bowden","BG Jerling","IJ Gould","SJA Taufel","BC Broad","Ireland"
"Australia","Netherlands","male","2006/07","2007/03/18","ICC World Cup","10","Warner Park, Basseterre","St Kitts","true","Australia","bat","BJ Hodge","SA Bucknor","AL Hill","MR Benson","EAR de Silva","J Srinath","Australia"
"Canada","England","male","2006/07","2007/03/18","ICC World Cup","11","Beausejour Stadium, Gros Islet","St Lucia","true","Canada","field","PD Collingwood","BR Doctrove","PD Parker","RE Koertzen","Asad Rauf","JJ Crowe","England"
"Bermuda","India","male","2006/07","2007/03/19","ICC World Cup","12","Queen's Park Oval, Port of Spain","Trinidad","true","Bermuda","field","V Sehwag","Aleem Dar","IL Howell","SJ Davis","DJ Harper","AG Hurst","India"
"West Indies","Zimbabwe","male","2006/07","2007/03/19","ICC World Cup","13","Sabina Park, Kingston","Jamaica","West Indies","field","SC Williams","IJ Gould","SJA Taufel","BG Jerling","BF Bowden","RS Mahanama","West Indies","6"
"Scotland","South Africa","male","2006/07","2007/03/20","ICC World Cup","15","Warner Park, Basseterre","St Kitts","true","South Africa","field","GC Smith","MR Benson","EAR de Silva","AL Hill","SA Bucknor","RS Madugalle","South Africa"
"Kenya","New Zealand","male","2006/07","2007/03/20","ICC World Cup","14","Beausejour Stadium, Gros Islet","St Lucia","true","Kenya","field","LRPL Taylor","BR Doctrove","RE Koertzen","Asad Rauf","PD Parker","MJ Procter","New Zealand"
"Bangladesh","Sri Lanka","male","2006/07","2007/03/21","ICC World Cup","16","Queen's Park Oval, Port of Spain","Trinidad","true","Bangladesh","field","ST Jayasuriya","SJ Davis","DJ Harper","Aleem Dar","IL Howell","JJ Crowe","Sri Lanka"
"Pakistan","Zimbabwe","male","2006/07","2007/03/21","ICC World Cup","17","Sabina Park, Kingston","Jamaica","true","Zimbabwe","field","Imran Nazir","BG Jerling","SJA Taufel","BF Bowden","IJ Gould","BC Broad","Pakistan"
"Netherlands","Scotland","male","2006/07","2007/03/22","ICC World Cup","19","Warner Park, Basseterre","St Kitts","true","Netherlands","field","WF Stelling","EAR de Silva","AL Hill","SA Bucknor","MR Benson","J Srinath","Netherlands"
"Canada","New Zealand","male","2006/07","2007/03/22","ICC World Cup","18","Beausejour Stadium, Gros Islet","St Lucia","true","Canada","field","L Vincent","Asad Rauf","BR Doctrove","PD Parker","RE Koertzen","MJ Procter","New Zealand"
"India","Sri Lanka","male","2006/07","2007/03/23","ICC World Cup","20","Queen's Park Oval, Port of Spain","Trinidad","true","India","field","M Muralitharan","Aleem Dar","DJ Harper","IL Howell","SJ Davis","JJ Crowe","Sri Lanka"
"West Indies","Ireland","male","2006/07","2007/03/23","ICC World Cup","21","Sabina Park, Kingston","Jamaica","Ireland","bat","S Chanderpaul","BF Bowden","IJ Gould","SJA Taufel","BG Jerling","RS Mahanama","West Indies","8"
"Australia","South Africa","male","2006/07","2007/03/24","ICC World Cup","22","Warner Park, Basseterre","St Kitts","true","South Africa","field","ML Hayden","MR Benson","SA Bucknor","EAR de Silva","AL Hill","RS Madugalle","Australia"
"England","Kenya","male","2006/07","2007/03/24","ICC World Cup","23","Beausejour Stadium, Gros Islet","St Lucia","true","Kenya","bat","EC Joyce","RE Koertzen","PD Parker","Asad Rauf","BR Doctrove","MJ Procter","England"
"Bangladesh","Bermuda","male","2006/07","2007/03/25","ICC World Cup","24","Queen's Park Oval, Port of Spain","Trinidad","true","Bangladesh","field","Mohammad Ashraful","SJ Davis","IL Howell","DJ Harper","Aleem Dar","AG Hurst","Bangladesh"
"West Indies","Australia","male","2006/07","2007/03/27","2007/03/28","ICC World Cup","25","Sir Vivian Richards Stadium, North Sound","Antigua","West Indies","field","ML Hayden","Aleem Dar","Asad Rauf","RE Koertzen","BF Bowden","BC Broad","Australia"
"South Africa","Sri Lanka","male","2006/07","2007/03/28","ICC World Cup","26","Providence Stadium","Guyana","true","Sri Lanka","bat","CK Langeveldt","SL Malinga","SA Bucknor","DJ Harper","SJA Taufel","MR Benson","JJ Crowe"
"West Indies","New Zealand","male","2006/07","2007/03/29","ICC World Cup","27","Sir Vivian Richards Stadium, North Sound","Antigua","New Zealand","field","JDP Oram","Asad Rauf","RE Koertzen","BF Bowden","Aleem Dar","MJ Procter","New Zealand","7"
"England","Ireland","male","2006/07","2007/03/30","ICC World Cup","28","Providence Stadium","Guyana","true","England","bat","PD Collingwood","BR Doctrove","SJA Taufel","SA Bucknor","DJ Harper","RS Madugalle","England"
"Australia","Bangladesh","male","2006/07","2007/03/31","ICC World Cup","29","Sir Vivian Richards Stadium, North Sound","Antigua","true","Australia","field","GD McGrath","Aleem Dar","BF Bowden","Asad Rauf","RE Koertzen","BC Broad","Australia"
"West Indies","Sri Lanka","male","2006/07","2007/04/01","ICC World Cup","30","Providence Stadium","Guyana","West Indies","field","ST Jayasuriya","MR Benson","DJ Harper","SA Bucknor","SJA Taufel","JJ Crowe","Sri Lanka","113"
"Bangladesh","New Zealand","male","2006/07","2007/04/02","ICC World Cup","31","Sir Vivian Richards Stadium, North Sound","Antigua","true","New Zealand","field","SE Bond","Aleem Dar","RE Koertzen","BF Bowden","Asad Rauf","MJ Procter","New Zealand"
"Ireland","South Africa","male","2006/07","2007/04/03","ICC World Cup","32","Providence Stadium","Guyana","true","South Africa","field","JH Kallis","DJ Harper","SJA Taufel","BR Doctrove","MR Benson","RS Madugalle","South Africa"
"England","Sri Lanka","male","2006/07","2007/04/04","ICC World Cup","33","Sir Vivian Richards Stadium, North Sound","Antigua","true","England","field","RS Bopara","Asad Rauf","BF Bowden","Aleem Dar","RE Koertzen","JJ Crowe","Sri Lanka"
"Bangladesh","South Africa","male","2006/07","2007/04/07","ICC World Cup","34","Providence Stadium","Guyana","true","South Africa","field","Mohammad Ashraful","MR Benson","BR Doctrove","DJ Harper","SA Bucknor","BC Broad","Bangladesh"
"Australia","England","male","2006/07","2007/04/08","ICC World Cup","35","Sir Vivian Richards Stadium, North Sound","Antigua","true","England","bat","SW Tait","BF Bowden","RE Koertzen","NA Malcolm","Asad Rauf","MJ Procter","Australia"
"Ireland","New Zealand","male","2006/07","2007/04/09","ICC World Cup","36","Providence Stadium","Guyana","true","New Zealand","bat","PG Fulton","SA Bucknor","SJA Taufel","GE Greaves","BR Doctrove","RS Madugalle","New Zealand"
"West Indies","South Africa","male","2006/07","2007/04/10","ICC World Cup","37","National Cricket Stadium, St George's","Grenada","West Indies","field","AB de Villiers","MR Benson","DJ Harper","Asad Rauf","Aleem Dar","BC Broad","South Africa","67"
"Bangladesh","England","male","2006/07","2007/04/11","ICC World Cup","38","Kensington Oval, Bridgetown","Barbados","true","England","field","SI Mahmood","SA Bucknor","SJA Taufel","BF Bowden","RE Koertzen","JJ Crowe","England"
"New Zealand","Sri Lanka","male","2006/07","2007/04/12","ICC World Cup","39","National Cricket Stadium, St George's","Grenada","true","New Zealand","bat","WPUJC Vaas","Asad Rauf","BR Doctrove","MR Benson","Aleem Dar","MJ Procter","Sri Lanka"
"Australia","Ireland","male","2006/07","2007/04/13","ICC World Cup","40","Kensington Oval, Bridgetown","Barbados","true","Australia","field","GD McGrath","BF Bowden","RE Koertzen","SJA Taufel","SA Bucknor","RS Madugalle","Australia"
"New Zealand","South Africa","male","2006/07","2007/04/14","ICC World Cup","41","National Cricket Stadium, St George's","Grenada","true","New Zealand","field","CD McMillan","MR Benson","DJ Harper","Asad Rauf","BR Doctrove","BC Broad","New Zealand"
"Bangladesh","Ireland","male","2006/07","2007/04/15","ICC World Cup","42","Kensington Oval, Bridgetown","Barbados","true","Ireland","bat","WTS Porterfield","BF Bowden","SA Bucknor","RE Koertzen","SJA Taufel","JJ Crowe","Ireland"
"Australia","Sri Lanka","male","2006/07","2007/04/16","ICC World Cup","43","National Cricket Stadium, St George's","Grenada","true","Sri Lanka","bat","NW Bracken","Aleem Dar","BR Doctrove","DJ Harper","MR Benson","MJ Procter","Australia"
"England","South Africa","male","2006/07","2007/04/17","ICC World Cup","44","Kensington Oval, Bridgetown","Barbados","true","England","bat","AJ Hall","SA Bucknor","SJA Taufel","RE Koertzen","BF Bowden","RS Madugalle","South Africa"
"Ireland","Sri Lanka","male","2006/07","2007/04/18","ICC World Cup","45","National Cricket Stadium, St George's","Grenada","true","Sri Lanka","field","MF Maharoof","MR Benson","BR Doctrove","Aleem Dar","DJ Harper","BC Broad","Sri Lanka"
"West Indies","Bangladesh","male","2006/07","2007/04/19","ICC World Cup","46","Kensington Oval, Bridgetown","Barbados","Bangladesh","field","RR Sarwan","BF Bowden","RE Koertzen","SA Bucknor","SJA Taufel","JJ Crowe","West Indies","99"
"Australia","New Zealand","male","2006/07","2007/04/20","ICC World Cup","47","National Cricket Stadium, St George's","Grenada","true","Australia","bat","ML Hayden","Aleem Dar","Asad Rauf","DJ Harper","BR Doctrove","MJ Procter","Australia"
"West Indies","England","male","2006/07","2007/04/21","ICC World Cup","48","Kensington Oval, Bridgetown","Barbados","England","field","KP Pietersen","RE Koertzen","SJA Taufel","SA Bucknor","BF Bowden","RS Madugalle","England","1"
"New Zealand","Sri Lanka","male","2006/07","2007/04/24","ICC World Cup","Sabina Park, Kingston","Jamaica","true","Sri Lanka","bat","DPMD Jayawardene","RE Koertzen","SJA Taufel","Asad Rauf","DJ Harper","MJ Procter","Sri Lanka","81"
"Australia","South Africa","male","2006/07","2007/04/25","ICC World Cup","Beausejour Stadium, Gros Islet","St Lucia","true","South Africa","bat","GD McGrath","Aleem Dar","SA Bucknor","MR Benson","BF Bowden","JJ Crowe","Australia","7"
"Australia","Sri Lanka","male","2006/07","2007/04/28","ICC World Cup","Kensington Oval, Bridgetown","Barbados","true","Australia","bat","AC Gilchrist","Aleem Dar","SA Bucknor","BF Bowden","RE Koertzen","JJ Crowe","Australia","53"
"Zimbabwe","Bangladesh","male","2006","2006/08/06","Bangladesh in Zimbabwe ODI Series","5","Harare Sports Club","","Zimbabwe","bat","Shahriar Nafees","KC Barbour","IL Howell","TJ Matibiri","RB Tiffin","MJ Procter","Bangladesh","8"
"South Africa","India","male","2006/07","2006/11/22","India in South Africa ODI Series","2","Kingsmead","Durban","South Africa","bat","JH Kallis","BR Doctrove","IL Howell","S George","BG Jerling","BC Broad","South Africa","157"
"South Africa","India","male","2006/07","2006/11/26","India in South Africa ODI Series","3","Newlands","Cape Town","South Africa","bat","JM Kemp","BR Doctrove","BG Jerling","MW Brown","M Erasmus","BC Broad","South Africa","106"
"South Africa","India","male","2006/07","2006/11/29","India in South Africa ODI Series","4","St George's Park","Port Elizabeth","South Africa","bat","HH Gibbs","BR Doctrove","BG Jerling","S George","IL Howell","BC Broad","South Africa","80"
"South Africa","India","male","2006/07","2006/12/03","India in South Africa ODI Series","5","SuperSport Park","Centurion","South Africa","field","SM Pollock","BR Doctrove","IL Howell","JD Cloete","KH Hurter","BC Broad","South Africa","9"
"Australia","New Zealand","male","2006/07","2007/01/14","Commonwealth Bank Series","2","Bellerive Oval","Hobart","Australia","bat","A Symonds","Asad Rauf","DJ Harper","GJ Luck","SJ Davis","RS Madugalle","Australia","105"
"Australia","New Zealand","male","2006/07","2007/01/21","Commonwealth Bank Series","5","Sydney Cricket Ground","","New Zealand","bat","MJ Clarke","Asad Rauf","SJA Taufel","RD Goodger","RL Parry","RS Madugalle","Australia","2"
"Australia","New Zealand","male","2006/07","2007/01/28","Commonwealth Bank Series","8","Western Australia Cricket Association Ground","Perth","Australia","bat","RT Ponting","Asad Rauf","SJA Taufel","AR Craig","SJ Davis","RS Madugalle","Australia","8"
"Australia","New Zealand","male","2006/07","2007/02/04","Commonwealth Bank Series","11","Melbourne Cricket Ground","","New Zealand","bat","RT Ponting","Asad Rauf","SJ Davis","PR Reiffel","RL Parry","MJ Procter","Australia","5"
"Australia","England","male","2006/07","2007/01/12","Commonwealth Bank Series","1","Melbourne Cricket Ground","","England","bat","AC Gilchrist","IL Howell","SJA Taufel","JD Ward","RL Parry","RS Madugalle","Australia","8"
"Australia","England","male","2006/07","2007/01/19","Commonwealth Bank Series","4","Brisbane Cricket Ground, Woolloongabba","Brisbane","England","bat","MEK Hussey","DJ Harper","IL Howell","TP Laycock","RL Parry","RS Madugalle","Australia","4"
"Australia","England","male","2006/07","2007/01/26","Commonwealth Bank Series","7","Adelaide Oval","","England","bat","MG Johnson","SJ Davis","IL Howell","SD Fry","DJ Harper","RS Madugalle","Australia","9"
"Australia","England","male","2006/07","2007/02/02","Commonwealth Bank Series","10","Sydney Cricket Ground","","England","bat","EC Joyce","DJ Harper","IL Howell","RJ Tucker","RL Parry","MJ Procter","England","92"
"England","New Zealand","male","2006/07","2007/01/16","Commonwealth Bank Series","3","Bellerive Oval","Hobart","true","New Zealand","bat","A Flintoff","Asad Rauf","SJ Davis","BJ Muir","DJ Harper","RS Madugalle","England"
"England","New Zealand","male","2006/07","2007/01/23","Commonwealth Bank Series","6","Adelaide Oval","","true","New Zealand","bat","JDP Oram","DJ Harper","IL Howell","AR Collins","SJ Davis","RS Madugalle","New Zealand"
"England","New Zealand","male","2006/07","2007/01/30","Commonwealth Bank Series","9","Western Australia Cricket Association Ground","Perth","true","New Zealand","bat","L Vincent","Asad Rauf","SJ Davis","B Bennett","SJA Taufel","RS Madugalle","New Zealand"
"England","New Zealand","male","2006/07","2007/02/06","Commonwealth Bank Series","12","Brisbane Cricket Ground, Woolloongabba","Brisbane","true","England","bat","PD Collingwood","DJ Harper","IL Howell","BNJ Oxenford","RL Parry","MJ Procter","England"
"Australia","England","male","2006/07","2007/02/09","Commonwealth Bank Series","1","Melbourne Cricket Ground","","Australia","bat","PD Collingwood","Asad Rauf","DJ Harper","JD Ward","RL Parry","MJ Procter","England","4"
"Australia","England","male","2006/07","2007/02/11","Commonwealth Bank Series","2","Sydney Cricket Ground","","England","bat","SJ Davis","IL Howell","RD Goodger","DJ Harper","MJ Procter","England","34","D/L"
"Kenya","Bangladesh","male","2006","2006/08/12","Bangladesh in Kenya ODI Series","1","Gymkhana Club Ground","Nairobi","Bangladesh","field","Mashrafe Mortaza","K Hariharan","SR Modi","R D'Mello","RS Mahanama","Bangladesh","6","0.1"
"Kenya","Bangladesh","male","2006","2006/08/13","Bangladesh in Kenya ODI Series","2","Gymkhana Club Ground","Nairobi","Kenya","bat","Mashrafe Mortaza","K Hariharan","SR Modi","R D'Mello","RS Mahanama","Bangladesh","2","0.1"
"Kenya","Bangladesh","male","2006","2006/08/15","Bangladesh in Kenya ODI Series","3","Gymkhana Club Ground","Nairobi","Bangladesh","field","Mashrafe Mortaza","K Hariharan","SR Modi","R D'Mello","RS Mahanama","Bangladesh","6","0.1"
"Bangladesh","Sri Lanka","male","2006/07","2006/10/07","ICC Champions Trophy","1","Punjab Cricket Association Stadium, Mohali","Chandigarh","true","Bangladesh","field","WU Tharanga","SA Bucknor","DJ Harper","Asad Rauf","SJA Taufel","MJ Procter","Sri Lanka"
"West Indies","Zimbabwe","male","2006/07","2006/10/08","ICC Champions Trophy","2","Sardar Patel Stadium, Motera","Ahmedabad","true","Zimbabwe","bat","CH Gayle","MR Benson","RE Koertzen","Asad Rauf","Aleem Dar","JJ Crowe","West Indies"
"Sri Lanka","Zimbabwe","male","2006/07","2006/10/10","ICC Champions Trophy","3","Sardar Patel Stadium, Motera","Ahmedabad","true","Sri Lanka","bat","WU Tharanga","Aleem Dar","Asad Rauf","MR Benson","RE Koertzen","JJ Crowe","Sri Lanka"
"Bangladesh","West Indies","male","2006/07","2006/10/11","ICC Champions Trophy","4","Sawai Mansingh Stadium","Jaipur","true","Bangladesh","bat","CH Gayle","BF Bowden","SJA Taufel","DJ Harper","SA Bucknor","RS Madugalle","West Indies"
